country_id;application_id;product_id;Variable_1;Variable_2;Variable_3;Variable_4;Variable_5;Variable_6;Variable_7;due_date;first_status_day_date;first_status_time_of_day;paid_date;Variable_8;customer_id;arrived_date;Variable_9;Variable_10;Variable_11;Variable_12;Variable_13;Variable_14;Variable_15;Variable_16;Variable_17;Variable_18;Variable_19;Variable_20;Variable_21;Variable_22;Variable_23;Variable_24;Variable_25;Variable_26;Variable_27;Variable_28;Variable_29;Variable_30;Variable_31;Variable_32;Variable_33;Variable_34;Variable_35;Variable_36;Variable_37;Variable_38;Variable_39;Variable_40;Variable_41;Variable_42;Variable_43;Variable_44;Variable_45;Target
21;24371;21210001;30;1;1;1;N;36;39;04/08/2015;02/06/2015;12:05:15;05/06/2015;199;2973027;02/06/2015 12:05;199;199;199;15;K;RATINGSTUFE K;3;0;0;0;0;2167;NULL;NULL;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2565;NULL;NULL;0;0;29/08/2012;NULL;10/01/2013;F;0
21;24378;21210001;30;1;1;1;N;44;28;08/07/2015;02/06/2015;13:01:59;08/06/2015;199;2973042;02/06/2015 13:01;199;199;199;15;G;RATINGSTUFE G;0;0;0;0;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;0
21;24392;21210001;45;1;1;1;N;13;32;20/07/2015;02/06/2015;15:20:51;05/06/2015;0;2973045;02/06/2015 15:20;160;160;160;0;H;RATINGSTUFE H;0;6;0;0;0;NULL;NULL;480;0;0;0;0;5;0;0;0;0;0;0;0;0;0;NULL;NULL;1300;2;0;NULL;NULL;NULL;M;1
21;24396;21210001;45;2;1;1;N;45;56;20/07/2015;02/06/2015;15:33:50;05/06/2015;199;2715504;02/06/2015 15:33;160;160;160;15;F;RATINGSTUFE F;0;0;0;0;0;NULL;NULL;NULL;1;0;0;0;1;0;0;0;0;0;0;0;0;1;NULL;NULL;NULL;0;0;NULL;NULL;06/05/2012;M;1
21;24401;21210001;45;1;1;1;N;39;24;19/07/2015;02/06/2015;16:14:16;04/06/2015;199;2973046;02/06/2015 16:14;199;199;199;15;G;RATINGSTUFE G;0;0;0;0;0;NULL;NULL;NULL;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;F;0
21;24431;21210001;45;2;1;1;N;75;26;20/07/2015;02/06/2015;20:03:44;05/06/2015;199;2789752;02/06/2015 20:03;199;199;199;0;H;RATINGSTUFE H;10;8;2;1;2;25454;4500;600;0;0;0;2;8;0;0;0;0;0;0;0;0;0;84026;7500;2300;0;0;NULL;NULL;NULL;M;1
21;24451;21210001;30;1;1;1;N;74;23;11/07/2015;03/06/2015;01:41:41;11/06/2015;199;2975999;03/06/2015 01:41;199;199;199;15;G;RATINGSTUFE G;0;0;0;0;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;0
21;24456;21210001;45;1;1;1;N;48;24;19/07/2015;03/06/2015;02:54:03;04/06/2015;300;2975997;03/06/2015 02:54;199;199;199;0;D;RATINGSTUFE D;2;0;0;0;0;3000;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3759;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;24460;21210001;30;1;1;1;N;7;22;03/07/2015;03/06/2015;08:19:37;03/06/2015;199;2976006;03/06/2015 08:19;199;199;199;0;I;RATINGSTUFE I;2;0;0;0;0;16531;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19031;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;24516;21210001;45;1;1;1;N;39;24;20/07/2015;03/06/2015;13:23:43;05/06/2015;199;2976020;03/06/2015 13:23;100;100;100;0;H;RATINGSTUFE H;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;M;0
21;24530;21210001;45;1;1;1;N;49;62;23/07/2015;03/06/2015;14:21:28;08/06/2015;199;2814148;03/06/2015 14:21;199;199;199;15;I;RATINGSTUFE I;8;7;0;3;1;37200;NULL;1100;0;0;0;0;9;0;0;0;0;0;0;0;0;0;94814;NULL;4200;0;0;NULL;NULL;NULL;F;1
21;24571;21210001;30;1;1;1;N;97;36;08/08/2015;03/06/2015;23:37:35;09/06/2015;300;2976038;03/06/2015 23:37;199;199;199;15;G;RATINGSTUFE G;4;9;1;0;0;28678;3000;800;0;0;0;1;12;0;0;0;0;0;0;0;0;0;83094;3000;4545;0;0;NULL;NULL;NULL;M;1
21;24587;21210001;30;1;1;1;N;29;40;05/07/2015;04/06/2015;11:28:44;05/06/2015;199;2978104;04/06/2015 11:28;199;199;199;15;NULL;NULL;0;0;0;0;0;NULL;NULL;NULL;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;0
21;24596;21210001;30;2;1;1;N;37;22;04/08/2015;04/06/2015;11:54:14;05/06/2015;199;2973043;04/06/2015 11:54;170;170;170;15;K;RATINGSTUFE K;0;3;0;0;0;NULL;NULL;200;0;0;0;0;2;0;0;0;0;0;0;0;0;0;NULL;NULL;400;1;0;NULL;NULL;NULL;M;0
21;24603;21210001;26;1;1;1;N;47;19;08/07/2015;04/06/2015;12:51:14;12/06/2015;199;2978110;04/06/2015 12:51;199;199;199;15;G;RATINGSTUFE G;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;M;0
21;24619;21210001;31;2;1;1;N;12;21;09/07/2015;04/06/2015;15:34:58;08/06/2015;100;2905372;04/06/2015 15:34;100;100;100;15;M;RATINGSTUFE M;6;1;0;0;0;15543;NULL;260;0;0;0;0;4;0;0;0;0;0;0;0;0;0;40281;NULL;260;1;0;NULL;NULL;NULL;M;1
21;24629;21210001;42;1;1;1;N;72;54;22/07/2015;04/06/2015;16:17:54;10/06/2015;199;2978121;04/06/2015 16:17;199;199;199;15;D;RATINGSTUFE D;1;0;0;2;0;5339;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5339;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;24641;21210001;45;1;1;1;N;16;50;20/07/2015;04/06/2015;17:43:09;05/06/2015;300;2978112;04/06/2015 17:43;199;199;199;0;G;RATINGSTUFE G;9;2;2;3;2;78096;5000;12200;0;0;0;2;4;0;0;0;0;0;0;0;0;0;251093;8000;23399;1;0;NULL;NULL;NULL;F;1
21;24653;21210001;30;1;1;1;N;49;49;17/07/2015;04/06/2015;18:27:17;17/06/2015;100;2978128;04/06/2015 18:27;100;100;100;0;M;RATINGSTUFE M;1;1;0;2;1;5500;NULL;3500;1;0;0;0;1;0;0;0;0;0;0;0;1;0;5500;NULL;3500;1;0;NULL;07/04/2014;16/02/2015;F;1
21;24721;21210001;30;1;1;1;N;44;26;10/07/2015;05/06/2015;11:28:08;10/06/2015;199;2980520;05/06/2015 11:28;199;199;199;15;G;RATINGSTUFE G;2;0;0;0;0;3500;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4050;NULL;NULL;0;0;NULL;NULL;NULL;M;0
21;24728;21210001;30;1;1;1;N;88;40;08/07/2015;05/06/2015;11:46:52;08/06/2015;199;2980525;05/06/2015 11:46;160;160;160;15;H;RATINGSTUFE H;7;0;1;0;0;27863;3000;NULL;0;0;0;1;5;0;0;0;0;0;0;0;0;0;55535;3000;NULL;0;0;NULL;NULL;NULL;M;0
21;24761;21210001;30;1;1;1;N;54;20;08/07/2015;05/06/2015;16:01:13;08/06/2015;199;2980533;05/06/2015 16:01;199;199;199;15;G;RATINGSTUFE G;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;M;1
21;24863;21210001;30;1;1;1;N;60;20;08/07/2015;07/06/2015;18:51:32;08/06/2015;199;2983681;07/06/2015 18:51;199;199;199;15;L;RATINGSTUFE L;0;0;0;0;0;NULL;NULL;NULL;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;1;0;NULL;NULL;NULL;M;0
21;24878;21210001;45;1;1;1;N;64;51;27/07/2015;07/06/2015;21:19:59;12/06/2015;100;2983667;07/06/2015 21:19;100;100;100;15;I;RATINGSTUFE I;0;1;0;1;0;NULL;NULL;100;1;0;0;0;1;0;0;0;0;0;0;0;1;0;NULL;NULL;100;0;0;NULL;18/02/2015;NULL;F;0
21;24895;21210001;45;1;1;1;N;22;32;25/07/2015;08/06/2015;01:26:33;10/06/2015;199;2986201;08/06/2015 01:26;199;199;199;15;K;RATINGSTUFE K;5;3;1;2;0;25126;2500;600;0;0;0;1;7;0;0;0;0;0;0;0;0;0;89241;2500;1300;0;0;NULL;NULL;NULL;M;1
21;24920;21210001;30;1;1;1;N;92;24;11/08/2015;08/06/2015;10:38:16;12/06/2015;199;2986214;08/06/2015 10:38;199;199;199;0;L;RATINGSTUFE L;5;22;2;1;1;22621;3400;600;0;0;0;2;23;0;0;0;0;0;0;0;0;0;34140;4400;10300;0;0;NULL;NULL;NULL;M;0
21;24950;21210001;45;1;1;1;N;53;29;24/07/2015;08/06/2015;13:13:46;09/06/2015;100;2986195;08/06/2015 13:13;100;100;100;15;G;RATINGSTUFE G;4;0;1;1;0;29189;5000;NULL;0;0;0;1;4;0;0;0;0;0;0;0;0;0;52720;5000;NULL;0;0;NULL;NULL;NULL;M;0
21;24970;21210001;16;1;1;1;N;4;20;04/07/2015;08/06/2015;14:44:07;18/06/2015;199;2986236;08/06/2015 14:44;199;199;199;15;H;RATINGSTUFE H;0;0;0;0;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;0
21;25005;21210001;30;1;1;1;N;30;47;12/07/2015;08/06/2015;18:53:06;12/06/2015;199;2986245;08/06/2015 18:53;199;199;199;15;M;RATINGSTUFE M;0;0;0;0;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;1;0;NULL;NULL;NULL;M;0
21;25009;21210001;45;1;1;1;N;47;41;27/07/2015;08/06/2015;19:20:36;12/06/2015;100;2986248;08/06/2015 19:20;100;100;100;15;G;RATINGSTUFE G;0;0;0;0;0;NULL;NULL;NULL;1;0;0;0;1;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;28/01/2012;M;0
21;25021;21210001;45;1;1;1;N;51;33;26/07/2015;08/06/2015;21:16:51;11/06/2015;199;2986251;08/06/2015 21:16;199;199;199;15;K;RATINGSTUFE K;9;11;0;0;0;21525;NULL;600;0;0;0;0;12;0;0;0;0;0;0;0;0;0;48335;NULL;5030;1;0;NULL;NULL;NULL;M;0
21;25027;21210001;30;1;1;1;N;76;23;09/07/2015;09/06/2015;01:07:48;09/06/2015;199;2988938;09/06/2015 01:07;199;199;199;15;L;RATINGSTUFE L;5;1;0;0;0;8818;NULL;199;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14336;NULL;199;0;0;NULL;NULL;NULL;F;1
21;25052;21210001;45;1;1;1;N;53;29;27/07/2015;09/06/2015;10:07:06;12/06/2015;300;2988949;09/06/2015 10:07;199;199;199;15;F;RATINGSTUFE F;1;0;0;1;0;547;NULL;NULL;0;0;0;0;1;0;0;0;0;0;0;0;0;0;547;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25076;21210001;30;1;1;1;N;23;30;11/07/2015;09/06/2015;12:26:21;11/06/2015;199;2988959;09/06/2015 12:26;199;199;199;15;K;RATINGSTUFE K;3;0;0;0;0;20000;NULL;NULL;0;0;0;0;3;0;0;0;0;0;0;0;0;0;45881;NULL;NULL;0;0;NULL;NULL;04/09/2012;F;1
21;25087;21210001;24;1;1;1;N;50;35;04/07/2015;09/06/2015;13:45:35;10/06/2015;199;2988960;09/06/2015 13:45;199;199;199;0;G;RATINGSTUFE G;2;0;0;0;1;12000;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13476;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25121;21210001;41;1;1;1;N;28;25;22/07/2015;09/06/2015;16:52:56;11/06/2015;100;2988937;09/06/2015 16:52;199;199;199;0;D;RATINGSTUFE D;2;0;0;1;0;6475;NULL;NULL;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9590;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25147;21210001;45;1;1;1;N;88;25;25/07/2015;09/06/2015;20:03:03;10/06/2015;199;2988987;09/06/2015 20:03;199;199;199;15;K;RATINGSTUFE K;1;0;0;0;2;11383;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11383;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25157;21210001;45;1;1;1;N;73;35;27/07/2015;09/06/2015;21:10:20;12/06/2015;0;2988988;09/06/2015 21:10;199;199;199;0;M;RATINGSTUFE M;3;0;0;0;0;15942;NULL;NULL;0;0;0;0;1;0;0;0;0;0;0;0;0;0;25177;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25175;21210001;45;1;1;1;N;4;62;30/07/2015;10/06/2015;08:46:46;15/06/2015;300;2991910;10/06/2015 08:46;199;199;199;15;F;RATINGSTUFE F;4;4;0;1;4;10000;NULL;350;0;0;0;0;3;0;0;0;0;0;0;0;0;0;23401;NULL;949;0;0;NULL;NULL;NULL;F;1
21;25189;21210001;22;1;1;1;N;29;68;07/07/2015;10/06/2015;10:14:09;15/06/2015;300;2975992;10/06/2015 10:14;50;50;50;0;E;RATINGSTUFE E;7;14;3;2;1;2521;5000;200;0;0;0;3;17;0;0;0;0;0;0;0;0;0;6111;9350;1900;0;0;NULL;NULL;NULL;F;1
21;25210;21210001;45;1;1;1;N;85;36;26/08/2015;10/06/2015;11:49:47;12/06/2015;100;2991929;10/06/2015 11:49;100;100;100;15;M;RATINGSTUFE M;1;0;0;0;0;300;NULL;NULL;1;0;0;0;1;0;0;0;0;0;0;0;0;0;300;NULL;NULL;0;0;NULL;NULL;14/10/2013;M;1
21;25253;21210001;30;1;1;1;N;85;21;11/07/2015;10/06/2015;16:33:04;11/06/2015;100;2991944;10/06/2015 16:33;100;100;100;15;M;RATINGSTUFE M;2;0;0;0;0;6000;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25271;21210001;31;1;1;1;N;45;25;16/07/2015;10/06/2015;18:17:28;15/06/2015;0;2991916;10/06/2015 18:17;200;200;200;15;B;RATINGSTUFE B;0;0;0;0;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25289;21210001;22;1;1;1;N;19;59;04/07/2015;10/06/2015;19:56:17;12/06/2015;199;2991953;10/06/2015 19:56;120;120;120;15;H;RATINGSTUFE H;3;0;0;1;0;25847;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43598;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25291;21210001;30;1;1;1;N;22;34;15/07/2015;10/06/2015;20:12:08;15/06/2015;199;2991955;10/06/2015 20:12;190;190;190;15;B;RATINGSTUFE B;2;0;0;0;0;4814;NULL;NULL;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8738;NULL;NULL;1;0;NULL;NULL;NULL;F;1
21;25309;21210001;30;1;1;1;N;90;24;15/07/2015;10/06/2015;21:42:35;15/06/2015;199;2991909;10/06/2015 21:42;200;200;200;15;M;RATINGSTUFE M;0;0;0;0;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25324;21210001;30;1;1;1;N;17;46;16/07/2015;11/06/2015;07:06:14;16/06/2015;199;2995123;11/06/2015 07:06;200;200;200;15;H;RATINGSTUFE H;3;0;1;0;0;10000;1000;NULL;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15937;1000;NULL;0;0;NULL;NULL;NULL;M;0
21;25343;21210001;30;2;1;1;N;71;49;15/07/2015;11/06/2015;10:24:20;15/06/2015;199;2991935;11/06/2015 10:24;200;200;200;15;M;RATINGSTUFE M;2;0;1;3;1;36893;3000;NULL;0;0;0;1;2;0;0;0;0;0;0;0;0;0;69133;3000;NULL;0;0;NULL;NULL;NULL;M;1
21;25363;21210001;45;1;1;1;N;46;29;01/08/2015;11/06/2015;11:36:45;17/06/2015;199;2995142;11/06/2015 11:36;300;200;200;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;M;0
21;25379;21210001;45;1;1;1;N;51;29;27/07/2015;11/06/2015;12:48:33;12/06/2015;300;2995145;11/06/2015 12:48;300;300;300;15;G;RATINGSTUFE G;5;0;1;1;0;25883;3000;NULL;0;0;0;1;3;0;0;0;0;0;0;0;0;0;69095;3000;NULL;1;0;NULL;NULL;NULL;M;1
21;25384;21210001;30;1;1;1;N;78;49;12/07/2015;11/06/2015;13:28:53;12/06/2015;300;2995148;11/06/2015 13:28;490;490;490;15;F;RATINGSTUFE F;4;3;1;0;0;50000;26750;1000;0;0;0;1;6;0;0;0;0;0;0;0;0;0;114938;26750;2700;1;0;NULL;NULL;NULL;M;1
21;25388;21210001;45;1;1;1;N;66;37;30/07/2015;11/06/2015;13:43:35;15/06/2015;300;2991923;11/06/2015 13:43;300;300;300;0;G;RATINGSTUFE G;10;0;0;1;1;15883;NULL;NULL;0;0;1;0;0;0;0;0;0;0;0;0;0;0;38857;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25404;21210001;43;1;1;1;N;70;50;29/07/2015;11/06/2015;15:16:33;16/06/2015;199;2934499;11/06/2015 15:16;200;200;200;15;H;RATINGSTUFE H;1;0;0;1;0;799;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25449;21210001;30;1;1;1;N;25;37;16/07/2015;11/06/2015;20:24:14;16/06/2015;300;2995167;11/06/2015 20:24;300;300;300;15;G;RATINGSTUFE G;0;0;0;4;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25451;21210001;30;1;1;1;N;30;19;12/07/2015;11/06/2015;20:56:17;12/06/2015;199;2995169;11/06/2015 20:56;190;190;190;15;I;RATINGSTUFE I;0;0;0;1;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;0
21;25510;21210001;30;1;1;1;N;94;19;15/07/2015;12/06/2015;10:13:12;15/06/2015;199;3084238;12/06/2015 10:13;200;200;200;15;H;RATINGSTUFE H;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;M;0
21;25620;21210001;30;1;1;1;N;9;42;16/07/2015;12/06/2015;20:13:49;16/06/2015;199;3084272;12/06/2015 20:13;190;190;190;0;H;RATINGSTUFE H;0;0;0;0;0;NULL;NULL;NULL;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25710;21210001;30;1;1;1;N;80;24;29/07/2015;14/06/2015;11:32:21;29/06/2015;199;3086821;14/06/2015 11:32;200;200;200;15;I;RATINGSTUFE I;0;0;0;1;0;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25734;21210001;17;2;1;1;N;21;31;02/07/2015;14/06/2015;20:03:07;15/06/2015;199;3084237;14/06/2015 20:03;190;190;190;15;G;RATINGSTUFE G;2;0;0;0;0;7990;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11990;NULL;NULL;0;0;NULL;NULL;NULL;F;1
21;25741;21210001;30;2;1;1;N;31;23;16/07/2015;14/06/2015;20:41:59;16/06/2015;199;2950922;14/06/2015 20:41;200;200;200;0;L;RATINGSTUFE L;2;0;0;0;0;849;NULL;NULL;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1264;NULL;NULL;0;0;NULL;NULL;NULL;M;1
21;25770;21210001;20;1;1;1;N;67;27;09/07/2015;15/06/2015;07:35:00;19/06/2015;199;3089236;15/06/2015 07:35;190;190;190;15;H;RATINGSTUFE H;6;0;0;1;0;17468;NULL;NULL;0;0;0;0;3;0;0;0;0;0;0;0;0;0;52254;NULL;NULL;2;0;NULL;NULL;NULL;M;1
21;25777;21210001;45;2;1;1;N;38;40;30/07/2015;15/06/2015;08:19:34;15/06/2015;300;2995113;15/06/2015 08:19;190;190;190;15;M;RATINGSTUFE M;3;1;0;1;0;4100;NULL;400;3;0;0;0;5;0;0;0;0;0;0;0;1;0;8683;NULL;400;0;0;NULL;13/02/2013;23/01/2014;F;1
21;25790;21210001;30;1;1;1;N;95;29;16/07/2015;15/06/2015;09:29:12;16/06/2015;199;3086826;15/06/2015 09:29;190;190;190;0;I;RATINGSTUFE I;4;4;0;3;2;14000;NULL;750;0;0;0;0;5;0;0;0;0;0;0;0;0;0;33707;NULL;1850;1;0;NULL;NULL;NULL;M;1
21;25795;21210001;43;1;1;1;N;49;29;30/07/2015;15/06/2015;09:51:19;17/06/2015;300;3089244;15/06/2015 09:51;190;190;190;15;G;RATINGSTUFE G;4;0;1;0;0;10433;5000;NULL;0;0;0;1;2;0;0;0;0;0;0;0;0;0;21747;5000;NULL;1;0;NULL;NULL;NULL;M;1
21;25830;21210001;25;2;1;1;N;86;27;11/07/2015;15/06/2015;12:14:08;16/06/2015;199;3085445;15/06/2015 12:14;200;200;200;15;H;RATINGSTUFE H;3;1;0;0;0;7500;NULL;400;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12147;NULL;400;0;0;NULL;NULL;NULL;M;1
21;25850;21210001;30;1;1;1;N;55;38;16/07/2015;15/06/2015;13:13:48;16/06/2015;199;3085430;15/06/2015 13:13;180;180;180;0;M;RATINGSTUFE M;2;3;0;0;0;300;NULL;400;2;0;0;0;4;0;0;0;0;0;0;0;2;1;499;NULL;800;0;0;NULL;15/07/2013;07/01/2014;M;1
21;25885;21210001;45;2;1;1;N;49;38;31/07/2015;15/06/2015;15:27:43;16/06/2015;199;3089271;15/06/2015 15:27;200;200;200;15;H;RATINGSTUFE H;2;6;4;0;0;24788;5000;7459;0;0;0;4;4;0;0;0;0;0;0;0;0;0;30788;13550;9959;0;0;NULL;NULL;NULL;M;1
21;25924;21210001;45;1;1;1;N;74;22;01/08/2015;15/06/2015;19:41:37;17/06/2015;199;3086824;15/06/2015 19:41;200;200;200;15;I;RATINGSTUFE I;0;16;0;0;0;NULL;NULL;500;0;0;0;0;15;0;0;0;0;0;0;0;0;0;NULL;NULL;3700;0;0;NULL;NULL;NULL;M;1
