application_id;Variable_1;Variable_2;Variable_4;Variable_7;Variable_8;customer_id;Variable_9;Variable_10;Variable_11;Variable_15;Variable_16;Variable_17;Variable_18;Variable_19;Variable_20;Variable_21;Variable_22;Variable_23;Variable_24;Variable_25;Variable_26;Variable_27;Variable_28;Variable_29;Variable_30;Variable_31;Variable_32;Variable_33;Variable_34;Variable_35;Variable_36;Variable_37;Variable_38;Variable_39;Variable_40;Variable_41;Variable_6_INT;Variable_12_INT;Variable_45_INT;Variable_13_INT;due_date_YEAR;due_date_MONTH;due_date_DAY;first_status_day_date_YEAR;first_status_day_date_MONTH;first_status_day_date_DAY;paid_date_YEAR;paid_date_MONTH;paid_date_DAY;arrived_date_YEAR;arrived_date_MONTH;arrived_date_DAY;first_status_time_of_day_HOUR;first_status_time_of_day_MINUTE;first_status_time_of_day_SECOND;arrived_date_HOUR;arrived_date_MINUTE;DAYS_due_date-first_status_day_date;DAYS_due_date-paid_date;DAYS_due_date-arrived_date;DAYS_first_status_day_date-paid_date;DAYS_first_status_day_date-arrived_date;DAYS_paid_date-arrived_date
84892;60;1;1;29.0;100;4459695;300;300;300;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;38;0;0;5.0;2016;6;21;2016;4;18;2016;4;22;2016;4;18;12;59;25;12;59;64;60;63;-4;-1;3
49689;30;1;1;42.0;100;3490319;100;100;100;4.0;0.0;0.0;1.0;1.0;20727.0;;;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69794.0;;;1.0;0.0;48;0;1;8.0;2015;12;25;2015;10;11;2015;11;25;2015;10;11;16;47;33;16;47;75;30;74;-45;-1;44
65870;30;1;1;24.0;100;4113149;100;100;100;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;39;4;1;6.0;2016;12;3;2016;11;2;2016;11;2;2016;11;2;13;14;37;13;14;31;31;30;0;-1;-1
68007;30;3;1;27.0;199;3440456;199;199;199;5.0;2.0;0.0;2.0;1.0;11600.0;;500.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19032.0;;699.0;0.0;0.0;67;4;1;8.0;2016;3;23;2016;2;18;2016;2;22;2016;2;18;14;31;26;14;31;34;30;33;-4;-1;3
51707;30;2;1;64.0;100;3486422;100;100;100;5.0;0.0;0.0;1.0;1.0;509.0;;;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1839.0;;;0.0;0.0;90;4;0;5.0;2015;12;26;2015;11;25;2015;11;26;2015;11;25;9;45;31;9;45;31;30;30;-1;-1;0
39400;30;1;1;26.0;199;3346039;199;199;199;1.0;0.0;0.0;0.0;0.0;300.0;;;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300.0;;;0.0;0.0;95;0;0;6.0;2015;11;30;2015;9;17;2015;1;10;2015;9;17;11;10;6;11;10;74;324;73;250;-1;-251
69490;30;1;1;31.0;199;4203011;240;240;240;4.0;0.0;2.0;1.0;0.0;21000.0;1200.0;;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48580.0;1500.0;;0.0;0.0;24;4;1;5.0;2016;3;27;2016;2;24;2016;2;26;2016;2;24;18;1;38;18;1;32;30;31;-2;-1;1
75407;30;1;1;25.0;100;4341273;600;100;100;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;42;4;1;12.0;2016;4;20;2016;3;17;2016;3;21;2016;3;17;8;21;40;8;21;34;30;33;-4;-1;3
69692;60;1;1;50.0;300;4206227;300;300;300;4.0;0.0;0.0;2.0;0.0;34247.0;;;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84259.0;;;0.0;0.0;87;5;0;3.0;2016;4;29;2016;2;25;2016;2;29;2016;2;25;16;38;8;16;38;64;60;63;-4;-1;3
63911;30;1;1;26.0;0;4127587;500;100;100;4.0;3.0;3.0;2.0;1.0;16200.0;13546.0;600.0;0.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35582.0;30092.0;1150.0;1.0;0.0;13;4;0;8.0;2016;5;3;2016;2;2;2016;4;2;2016;2;2;13;48;34;13;48;91;31;90;-60;-1;59
60179;30;1;1;26.0;300;4069765;300;300;300;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;84;5;1;6.0;2016;2;14;2016;1;13;2016;1;15;2016;1;13;16;47;5;16;47;32;30;31;-2;-1;1
69088;30;1;1;48.0;199;4198875;500;199;199;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;19;4;1;6.0;2016;3;26;2016;2;23;2016;2;25;2016;2;23;13;43;18;13;43;32;30;31;-2;-1;1
73307;30;2;1;52.0;0;4213596;290;290;290;1.0;4.0;0.0;0.0;2.0;11150.0;;600.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11150.0;;2050.0;1.0;0.0;42;4;0;3.0;2016;4;14;2016;10;3;2016;3;15;2016;10;3;14;24;33;14;24;-172;30;-173;202;-1;-203
30279;42;1;1;30.0;199;3166318;200;200;200;2.0;0.0;0.0;1.0;0.0;10303.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13612.0;;;0.0;0.0;86;1;1;7.0;2015;4;9;2015;7;19;2015;7;24;2015;7;19;17;5;58;17;5;-101;-106;-102;-5;-1;4
57506;30;2;1;33.0;199;3554318;199;199;199;7.0;4.0;2.0;0.0;0.0;7737.0;5000.0;1000.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24403.0;5500.0;1900.0;0.0;0.0;95;4;0;7.0;2016;1;29;2015;12;29;2015;12;30;2015;12;29;10;39;55;10;39;31;30;30;-1;-1;0
67320;30;1;1;29.0;300;4179242;199;199;199;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;93;4;1;6.0;2016;3;19;2016;2;16;2016;2;18;2016;2;16;16;36;23;16;36;32;30;31;-2;-1;1
60347;30;1;1;30.0;199;4065600;199;199;199;0.0;0.0;0.0;0.0;1.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;10;4;1;6.0;2016;2;14;2016;1;14;2016;1;15;2016;1;14;13;18;51;13;18;31;30;30;-1;-1;0
69963;30;2;1;24.0;0;4118992;600;100;100;6.0;2.0;0.0;0.0;1.0;25112.0;;500.0;0.0;2.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110840.0;;600.0;0.0;0.0;64;0;1;12.0;2016;4;13;2016;2;27;2016;3;14;2016;2;27;13;35;25;13;35;46;30;45;-16;-1;15
35142;7;1;1;27.0;199;3283126;190;190;190;0.0;0.0;0.0;1.0;0.0;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;24;1;1;8.0;2015;3;9;2015;8;25;2015;8;27;2015;8;25;16;54;3;16;54;-169;-171;-170;-2;-1;1
43134;30;2;1;45.0;100;3395129;100;100;100;1.0;3.0;0.0;1.0;2.0;5000.0;;12470.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5000.0;;12970.0;0.0;0.0;67;4;0;8.0;2015;5;12;2015;6;10;2015;6;10;2015;6;10;12;46;1;12;46;-29;-29;-30;0;-1;-1
46652;30;2;1;28.0;300;3434793;199;199;199;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;1.0;0.0;59;4;1;5.0;2015;11;21;2015;10;22;2015;10;22;2015;10;22;11;12;44;11;12;30;30;29;0;-1;-1
76345;30;1;1;20.0;0;4350741;100;100;100;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;48;4;0;12.0;2016;4;23;2016;3;20;2016;3;24;2016;3;20;12;39;25;12;39;34;30;33;-4;-1;3
60451;30;1;1;26.0;199;4076986;199;199;199;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;2;4;0;11.0;2016;2;17;2016;1;14;2016;1;18;2016;1;14;21;26;40;21;26;34;30;33;-4;-1;3
55221;30;1;1;45.0;300;3988836;300;300;300;5.0;0.0;1.0;2.0;2.0;11381.0;5000.0;;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32205.0;5000.0;;0.0;0.0;10;5;0;6.0;2016;1;17;2015;12;15;2015;12;18;2015;12;15;23;55;21;23;55;33;30;32;-3;-1;2
58111;30;3;1;42.0;300;3482729;280;280;280;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;87;4;0;5.0;2016;2;14;2016;3;1;2016;1;15;2016;3;1;15;34;18;15;34;-16;30;-17;46;-1;-47
84558;30;1;1;33.0;199;4459675;199;199;199;1.0;2.0;1.0;1.0;1.0;23592.0;3000.0;800.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23592.0;3000.0;1100.0;0.0;0.0;7;4;0;7.0;2016;5;19;2016;4;17;2016;4;19;2016;4;17;13;34;27;13;34;32;30;31;-2;-1;1
42179;30;1;1;27.0;0;3389232;500;199;199;0.0;0.0;0.0;0.0;1.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;64;0;1;7.0;2015;11;14;2015;2;10;2015;10;15;2015;2;10;16;15;5;16;15;277;30;276;-247;-1;246
43056;30;1;1;28.0;100;3395220;500;199;199;1.0;0.0;2.0;1.0;1.0;10000.0;7200.0;;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10000.0;9100.0;;0.0;0.0;21;0;0;6.0;2015;11;19;2015;6;10;2015;10;20;2015;6;10;10;46;39;10;46;162;30;161;-132;-1;131
26263;16;1;1;24.0;199;3094645;150;150;150;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;24;1;0;3.0;2015;4;8;2015;6;17;2015;6;19;2015;6;17;23;41;42;23;41;-70;-72;-71;-2;-1;1
67945;30;1;1;43.0;199;4187581;199;199;199;0.0;0.0;0.0;0.0;0.0;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;56;4;0;8.0;2016;4;22;2016;2;18;2016;2;22;2016;2;18;12;58;5;12;58;64;60;63;-4;-1;3
34888;30;1;1;33.0;100;3281762;500;200;200;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;57;0;0;4.0;2015;9;26;2015;8;24;2015;8;27;2015;8;24;9;49;10;9;49;33;30;32;-3;-1;2
79795;30;2;1;33.0;199;4341243;199;199;199;5.0;1.0;0.0;0.0;0.0;10000.0;;150.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24973.0;;150.0;0.0;0.0;72;4;1;8.0;2016;4;5;2016;1;4;2016;4;4;2016;1;4;18;4;52;18;4;92;1;91;-91;-1;90
57970;30;1;1;50.0;300;4036580;300;300;300;2.0;0.0;2.0;0.0;2.0;50000.0;14000.0;;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88250.0;18600.0;;0.0;0.0;78;0;0;5.0;2016;2;17;2016;1;1;2016;1;18;2016;1;1;16;59;7;16;59;47;30;46;-17;-1;16
51599;30;1;1;33.0;199;3400938;199;199;199;7.0;2.0;0.0;0.0;1.0;25000.0;;750.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81367.0;;1200.0;0.0;0.0;83;4;1;8.0;2015;12;26;2015;11;24;2015;11;26;2015;11;24;18;1;51;18;1;32;30;31;-2;-1;1
65925;30;1;1;18.0;100;4162786;110;110;110;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;77;4;1;5.0;2016;3;13;2016;11;2;2016;12;2;2016;11;2;16;36;16;16;36;-234;-264;-235;-30;-1;29
31082;45;2;1;21.0;100;3173075;100;100;100;0.0;0.0;0.0;0.0;2.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;70;1;1;6.0;2015;7;9;2015;7;23;2015;7;24;2015;7;23;19;44;17;19;44;-14;-15;-15;-1;-1;0
73769;60;1;1;22.0;199;4317166;300;300;300;2.0;4.0;0.0;1.0;1.0;6232.0;;1000.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10832.0;;2390.0;0.0;0.0;70;5;1;5.0;2016;5;21;2016;11;3;2016;3;22;2016;11;3;19;49;17;19;49;-166;60;-167;226;-1;-227
59100;30;3;1;27.0;300;4049572;300;300;300;3.0;0.0;1.0;2.0;1.0;12000.0;3000.0;;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17225.0;3000.0;;0.0;0.0;39;5;0;6.0;2016;11;2;2016;8;1;2016;12;1;2016;8;1;10;37;26;10;37;93;-29;92;-122;-1;121
29597;45;1;1;26.0;199;3153320;200;200;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;1;1;7.0;2015;4;9;2015;7;15;2015;7;21;2015;7;15;7;46;20;7;46;-97;-103;-98;-6;-1;5
73813;30;3;1;35.0;199;4321407;199;199;199;4.0;0.0;0.0;1.0;1.0;15279.0;;;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37432.0;;;0.0;0.0;60;4;0;7.0;2016;4;20;2016;12;3;2016;3;21;2016;12;3;0;32;10;0;32;-227;30;-228;257;-1;-258
33769;30;1;1;41.0;300;3261544;200;200;200;4.0;0.0;0.0;1.0;0.0;16030.0;;;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38059.0;;;0.0;0.0;87;0;1;12.0;2015;9;23;2015;8;14;2015;8;18;2015;8;14;14;33;58;14;33;40;36;39;-4;-1;3
61388;30;1;1;24.0;199;4087133;199;199;199;0.0;0.0;0.0;1.0;1.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;1.0;0.0;61;4;1;8.0;2016;2;19;2016;1;19;2016;1;20;2016;1;19;19;54;59;19;54;31;30;30;-1;-1;0
59893;30;1;1;30.0;199;4065627;199;199;199;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;20;4;0;6.0;2016;12;2;2016;12;1;2016;1;13;2016;12;1;18;26;58;18;26;1;324;0;323;-1;-324
72746;30;1;1;21.0;199;3389284;100;100;100;3.0;2.0;0.0;0.0;0.0;12417.0;;400.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23839.0;;750.0;1.0;0.0;61;4;1;11.0;2016;8;4;2016;9;3;2016;9;3;2016;9;3;10;16;55;10;16;-30;-30;-31;0;-1;-1
83994;30;2;1;30.0;199;4206258;100;100;100;1.0;1.0;0.0;1.0;0.0;8187.0;;500.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8187.0;;500.0;1.0;0.0;29;4;1;12.0;2016;5;15;2016;4;14;2016;4;15;2016;4;14;18;35;41;18;35;31;30;30;-1;-1;0
52175;30;3;1;30.0;300;2973035;300;300;300;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;1.0;0.0;12;0;1;5.0;2015;12;30;2015;11;28;2015;11;30;2015;11;28;23;26;30;23;26;32;30;31;-2;-1;1
78146;30;1;1;26.0;500;4368262;290;290;290;0.0;1.0;0.0;0.0;0.0;;;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;300.0;0.0;0.0;63;4;1;2.0;2016;4;28;2016;3;24;2016;3;29;2016;3;24;17;50;38;17;50;35;30;34;-5;-1;4
81038;30;1;1;39.0;0;4414959;100;100;100;1.0;0.0;0.0;1.0;0.0;3103.0;;;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3103.0;;;0.0;0.0;11;4;0;11.0;2016;6;5;2016;6;4;2016;6;4;2016;6;4;8;55;2;8;55;1;1;0;0;-1;-1
54468;30;1;1;25.0;100;3978365;199;199;199;6.0;2.0;3.0;0.0;1.0;17835.0;3000.0;360.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36193.0;7700.0;660.0;0.0;0.0;-1;4;1;6.0;2016;1;16;2015;12;12;2015;12;17;2015;12;12;15;33;21;15;33;35;30;34;-5;-1;4
31320;45;4;1;31.0;100;2347053;100;100;100;1.0;14.0;0.0;0.0;1.0;18249.0;;500.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18249.0;;3410.0;0.0;0.0;69;1;1;8.0;2015;11;9;2015;7;26;2015;7;28;2015;7;26;11;49;59;11;49;106;104;105;-2;-1;1
54609;30;1;1;29.0;199;3362617;199;199;199;2.0;1.0;0.0;0.0;0.0;4422.0;;230.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4572.0;;230.0;0.0;0.0;17;4;0;8.0;2016;1;14;2015;12;13;2015;12;15;2015;12;13;22;9;39;22;9;32;30;31;-2;-1;1
31264;28;1;1;30.0;199;3183971;190;190;190;1.0;0.0;1.0;0.0;0.0;2368.0;300.0;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2368.0;300.0;;0.0;0.0;53;1;1;8.0;2015;8;31;2015;7;25;2015;3;8;2015;7;25;12;6;31;12;6;37;176;36;139;-1;-140
43779;30;1;1;43.0;199;3402646;199;199;199;2.0;0.0;1.0;0.0;1.0;5799.0;2500.0;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6998.0;2500.0;;0.0;0.0;25;4;1;10.0;2015;7;11;2015;8;10;2015;8;10;2015;8;10;15;3;7;15;3;-30;-30;-31;0;-1;-1
33351;30;1;1;35.0;199;3253735;200;200;200;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;50;0;0;10.0;2015;9;18;2015;12;8;2015;8;19;2015;12;8;12;9;5;12;9;-81;30;-82;111;-1;-112
33797;30;1;1;19.0;199;3261554;200;200;200;0.0;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;8;0;1;6.0;2015;9;19;2015;8;14;2015;8;20;2015;8;14;17;47;26;17;47;36;30;35;-6;-1;5
72022;30;1;1;30.0;100;3253695;199;199;199;0.0;8.0;0.0;0.0;0.0;;;600.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;2343.0;0.0;0.0;66;4;1;7.0;2016;8;4;2016;7;3;2016;9;3;2016;7;3;10;19;49;10;19;32;-30;31;-62;-1;61
57270;30;1;1;52.0;199;3992666;199;199;199;6.0;0.0;0.0;1.0;0.0;35305.0;;;1.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65464.0;;;0.0;0.0;36;4;1;12.0;2016;3;2;2015;12;28;2016;4;1;2015;12;28;12;10;49;12;10;65;-30;64;-95;-1;94
49907;30;1;1;24.0;300;3490358;300;300;300;1.0;0.0;0.0;0.0;0.0;548.0;;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;548.0;;;0.0;0.0;82;0;1;6.0;2015;12;26;2015;11;11;2015;11;26;2015;11;11;16;29;52;16;29;45;30;44;-15;-1;14
42531;30;1;1;41.0;199;3390593;199;199;199;6.0;1.0;0.0;0.0;0.0;2448.0;;340.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8376.0;;340.0;0.0;0.0;95;4;0;7.0;2015;8;11;2015;4;10;2015;9;10;2015;4;10;16;59;12;16;59;123;-30;122;-153;-1;152
